Game Name	Game Link	Start date	Game Type	Mod	Player	Affiliation	Role	"Killed? (n=nk, d=day kill, l= lynch, m= modkill)"	"Victory? (0=yes,1=no)"	Game ended day	Include in DB?	Post Restriction	Special Rules	Sub for	Sub day	Night Actions
Friday Morning Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8341422&page=249&fpart=all&vc=1	2006-12-08	Turbo	chuckleslovakian	BluffBlank	Village	Vanilla	l2	0	4	1					
Friday Morning Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8341422&page=249&fpart=all&vc=1	2006-12-08	Turbo	chuckleslovakian	dmk	Village	Vanilla	n2	0	4	1					
Friday Morning Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8341422&page=249&fpart=all&vc=1	2006-12-08	Turbo	chuckleslovakian	ScottHoward	Village	Vanilla	l3	0	4	1					
Friday Morning Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8341422&page=249&fpart=all&vc=1	2006-12-08	Turbo	chuckleslovakian	VoraciousReader	Village	Vanilla	n3	0	4	1					
Friday Morning Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8341422&page=249&fpart=all&vc=1	2006-12-08	Turbo	chuckleslovakian	xorbie	Wolves		l4	1	4	1					
Friday Morning Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8341422&page=249&fpart=all&vc=1	2006-12-08	Turbo	chuckleslovakian	amplify	Village	Vanilla	s	0	4	1					
Friday Morning Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8341422&page=249&fpart=all&vc=1	2006-12-08	Turbo	chuckleslovakian	mornelth	Village	Vanilla	s	0	4	1					
Friday Morning Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8341422&page=249&fpart=all&vc=1	2006-12-08	Turbo	chuckleslovakian	Patton4	Village	Vanilla	s	0	4	1					
Friday Morning Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8341422&page=249&fpart=all&vc=1	2006-12-08	Turbo	chuckleslovakian	Voj	Village	Vanilla	s	0	4	1					
Friday Night Lights Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8349131&page=248&fpart=all&vc=1	2006-12-08	Turbo	Stephen H	valenzuela	Village	Vanilla	l1	1	3	1					
Friday Night Lights Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8349131&page=248&fpart=all&vc=1	2006-12-08	Turbo	Stephen H	GetThere1Time	Village	Vanilla	n1	1	3	1					
Friday Night Lights Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8349131&page=248&fpart=all&vc=1	2006-12-08	Turbo	Stephen H	CPFB	Village	Vanilla	l2	1	3	1					
Friday Night Lights Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8349131&page=248&fpart=all&vc=1	2006-12-08	Turbo	Stephen H	metsandfinsfan	Village	Vanilla	n2	1	3	1					
Friday Night Lights Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8349131&page=248&fpart=all&vc=1	2006-12-08	Turbo	Stephen H	LuckayLuck	Village	Seer	l3	1	3	1					"chuckleslovakian,amplify,MEbenhoe"
Friday Night Lights Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8349131&page=248&fpart=all&vc=1	2006-12-08	Turbo	Stephen H	MEbenhoe	Village	Vanilla	s	1	3	1					
Friday Night Lights Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8349131&page=248&fpart=all&vc=1	2006-12-08	Turbo	Stephen H	chuckleslovakian	Village	Vanilla	s	1	3	1					
Friday Night Lights Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8349131&page=248&fpart=all&vc=1	2006-12-08	Turbo	Stephen H	lastchance	Wolves		s	0	3	1					
Friday Night Lights Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8349131&page=248&fpart=all&vc=1	2006-12-08	Turbo	Stephen H	amplify	Wolves		s	0	3	1					
Sat Afternoon Turbage	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355428&page=248&fpart=all&vc=1	2006-12-09	Turbo	GetThere1Time	amplify	Wolves		l1	1	2	1					
Sat Afternoon Turbage	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355428&page=248&fpart=all&vc=1	2006-12-09	Turbo	GetThere1Time	sightless	Village	Vanilla	n1	0	2	1					
Sat Afternoon Turbage	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355428&page=248&fpart=all&vc=1	2006-12-09	Turbo	GetThere1Time	kbar13	Wolves		l2	1	2	1					
Sat Afternoon Turbage	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355428&page=248&fpart=all&vc=1	2006-12-09	Turbo	GetThere1Time	chuckleslovakian	Village	Seer	s	0	2	1					"soah,kbar13"
Sat Afternoon Turbage	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355428&page=248&fpart=all&vc=1	2006-12-09	Turbo	GetThere1Time	fmxda	Village	Vanilla	s	0	2	1					
Sat Afternoon Turbage	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355428&page=248&fpart=all&vc=1	2006-12-09	Turbo	GetThere1Time	metsandfinsfan	Village	Vanilla	s	0	2	1					
Sat Afternoon Turbage	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355428&page=248&fpart=all&vc=1	2006-12-09	Turbo	GetThere1Time	soah	Village	Vanilla	s	0	2	1					
Sat Afternoon Turbage	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355428&page=248&fpart=all&vc=1	2006-12-09	Turbo	GetThere1Time	Voj	Village	Vanilla	s	0	2	1					
Sat Afternoon Turbage	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355428&page=248&fpart=all&vc=1	2006-12-09	Turbo	GetThere1Time	Iron_Yuppie	Village	Vanilla	s	0	2	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	LuckayLuck	Village	Vanilla	l1	0	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	amplify	Village	Vanilla	n1	0	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	chuckleslovakian	Village	Vanilla	l2	0	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	Madtown	Village	Seer	n2	0	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	metsandfinsfan	Village	Vanilla	l3	0	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	fmxda	Village	Vanilla	n3	0	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	Voj	Wolves		l4	1	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	sightless	Village	Vanilla	n4	0	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	tabako	Wolves		l5	1	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	soah	Village	Vanilla	s	0	5	1					
"Saturday Take 2 ""Wolves Can't Do Any Worse"" Turbo"	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8355910&page=247&fpart=all&vc=1	2006-12-09	Turbo	Iron_Yuppie	kbar13	Village	Vanilla	s	0	5	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	fmxda	Village	Vanilla	l1	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	CPFB	Village	Seer	n1	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	Voj	Village	Vanilla	l2	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	dmk	Village	Vanilla	n2	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	LuckayLuck	Wolves		l3	0	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	soah	Village	Vanilla	n3	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	chuckleslovakian	Village	Vanilla	l4	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	GetThere1Time	Village	Vanilla	n4	1	6	1			Hornacek	3	
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	lastchance	Village	Vanilla	l5	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	graydot	Village	Vanilla	n5	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	amplify	Village	Vanilla	l6	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	Brain	Wolves		s	0	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	ChrisV	Wolves		s	0	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	His Boy Elroy	Village	Vanilla	s	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	Nez477	Village	Vanilla	s	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	Sarge85	Village	Vanilla	s	1	6	1					
10:45 PM TURBO (Apologies)	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8371077&page=0&fpart=all&vc=1	2006-12-10	Turbo	VoraciousReader	tabako	Wolves		s	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	lastchance	Village	Angel	l1	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	His Boy Elroy	Village	Seer	n1	0	6	1					amplify
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	chuckleslovakian	Village	Vigilante	n1	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	Vincita	Village	Roleblocker	d2	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	MaxxDaddy	Village	Convertible Villager	l2	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	amplify	Village	Vanilla	n2	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	LuckayLuck	Village	Vanilla	n2	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	soah	Wolves		l3	1	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	Spook	Wolves		n3	1	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	econophile	Village	Vigilante	l4	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	HerbieGRD	Village	Seer	n4	0	6	1					"Boiler_bd,LuckayLuck,soah,CPFB"
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	tabako	Village	Vanilla	n4	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	Grivan	Wolves		l5	1	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	lastchance	Village	Vanilla	n5	0	6	1			shortline99	2	
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	metsandfinsfan	Neutral	Serial Killer	n5	1	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	jjhender	Wolves		n5	1	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	Voj	Village	Flying Great Pumpkin	d6	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	fmxda	Wolves	Godfather	l6	1	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	CPFB	Village	Vanilla	s	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	Boiler_bd	Village	Vanilla	s	0	6	1					
Firefly SUPER TURBO	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8386095&page=0&fpart=all&vc=1	2006-12-11	Turbo	Madtown	VoraciousReader	Village	Vanilla	s	0	6	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	Voj	Village	Vanilla	l1	0	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	soah	Village	Vanilla	n1	0	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	GetThere1Time	Wolves		l2	1	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	LuckayLuck	Village	Vanilla	n2	0	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	CPFB	Village	Vanilla	l3	0	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	metsandfinsfan	Village	Vanilla	n3	0	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	Grivan	Wolves		c	1	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	VoraciousReader	Wolves		c	1	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	ChrisV	Village	Seer	s	0	4	1					"GetThere1Time,soah,Grivan,VoraciousReader"
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	MaxxDaddy	Village	Vanilla	s	0	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	pistolero	Village	Vanilla	s	0	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	ScottHoward	Village	Vanilla	s	0	4	1					
Bunnicula: The Celery Stalks At Midnight! Turbo	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8401763&page=0&fpart=all&vc=1	2006-12-12	Turbo	Madtown	JaredL	Village	Vanilla	s	0	4	1			Spook	4	
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	VoraciousReader	Village	Vanilla	l1	0	4	1		Each player was instructed to communicate in a peculiar way.			
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	shortline99	Village	Vanilla	n1	0	4	1		Each player was instructed to communicate in a peculiar way.			
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	lastchance	Village	Vanilla	l2	0	4	1		Each player was instructed to communicate in a peculiar way.			
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	CPFB	Village	Vanilla	n2	0	4	1		Each player was instructed to communicate in a peculiar way.			
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	metsandfinsfan	Wolves		l3	1	4	1		Each player was instructed to communicate in a peculiar way.			
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	Voj	Village	Seer	n3	0	4	1		Each player was instructed to communicate in a peculiar way.			",amplify,metsandfinsfan"
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	soah	Wolves		l4	1	4	1		Each player was instructed to communicate in a peculiar way.			
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	amplify	Village	Vanilla	s	0	4	1		Each player was instructed to communicate in a peculiar way.			
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	chuckleslovakian	Village	Vanilla	s	0	4	1		Each player was instructed to communicate in a peculiar way.			
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	tabako	Village	Vanilla	s	0	4	1		Each player was instructed to communicate in a peculiar way.			
Madtown Is A Bastard Mod Turbo 3: The Revenge of the Bastard	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8417405&page=242&fpart=all&vc=1	2006-12-13	Turbo	Madtown	JaredL	Village	Vanilla	s	0	4	1		Each player was instructed to communicate in a peculiar way.	Hawklet	3	
TURBO BIOTCHES	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8438841&page=241&fpart=all&vc=1	2006-12-15	Turbo	Fishmonger	Patton4	Village	Vanilla	l1	0	4	1					
TURBO BIOTCHES	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8438841&page=241&fpart=all&vc=1	2006-12-15	Turbo	Fishmonger	mornelth	Village	Vanilla	n1	0	4	1					
TURBO BIOTCHES	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8438841&page=241&fpart=all&vc=1	2006-12-15	Turbo	Fishmonger	Our House	Wolves		l2	1	4	1					
TURBO BIOTCHES	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8438841&page=241&fpart=all&vc=1	2006-12-15	Turbo	Fishmonger	soah	Village	Seer	n2	0	4	1					"NicholasP27,CPFB"
TURBO BIOTCHES	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8438841&page=241&fpart=all&vc=1	2006-12-15	Turbo	Fishmonger	Grivan	Village	Vanilla	l3	0	4	1					
TURBO BIOTCHES	http://archives1.twoplustwo.com/showflat.php?Cat=0&Number=8438841&page=241&fpart=all&vc=1	2006-12-15	Turbo	Fishmonger	NicholasP27	Village	Vanilla	n3	0	4	1					
